-3934.9532886920665 -inf -inf -3885.3271438041884 -inf -inf -inf -inf -inf -inf -inf -inf -inf -inf 
-3934.9532886920665 -inf -inf -3881.389927313059 -3904.4835669743265 -inf -inf -inf -inf -inf -inf -inf -inf -inf 
-3932.7132987275268 -inf -inf -3881.389927313059 -3903.9926574575106 -inf -inf -inf -inf -inf -inf -inf -inf -inf 
-3932.7132987275268 -inf -inf -3881.389927313059 -3873.1270307493237 -inf -inf -inf -inf -inf -inf -inf -inf -inf 
-3932.7132987275268 -inf -inf -3881.389927313059 -3873.1270307493237 -inf -3917.959199142872 -inf -inf -inf -inf -inf -inf -inf 
-3913.2806530258413 -inf -inf -3881.389927313059 -3873.1270307493237 -inf -3917.959199142872 -inf -inf -inf -inf -inf -inf -inf 
-3902.7530601692565 -inf -inf -3881.389927313059 -3873.1270307493237 -inf -3917.959199142872 -inf -inf -inf -inf -inf -inf -3865.555118270801 
-3866.1884105873974 -inf -inf -3881.389927313059 -3873.1270307493237 -inf -3917.959199142872 -inf -inf -inf -inf -inf -inf -3846.3626541793187 
-3866.1884105873974 -inf -inf -3881.389927313059 -3873.1270307493237 -inf -3917.959199142872 -inf -inf -inf -3837.9866351491296 -inf -inf -3840.8176467177473 
-3866.1884105873974 -inf -inf -3881.389927313059 -3866.2526657023923 -inf -3917.959199142872 -inf -inf -inf -3837.9866351491296 -inf -inf -3840.8176467177473 
-3866.1884105873974 -inf -inf -3881.389927313059 -3866.2526657023923 -inf -3917.959199142872 -inf -inf -inf -3837.9866351491296 -inf -inf -3840.8176467177473 
-3866.1884105873974 -inf -inf -3881.389927313059 -3866.2526657023923 -inf -3917.959199142872 -inf -inf -inf -3837.9866351491296 -inf -inf -3840.8176467177473 
-3866.1884105873974 -inf -4022.5163501636985 -3881.389927313059 -3866.2526657023923 -inf -3899.7441792464338 -inf -3951.1638183408204 -inf -3837.9866351491296 -inf -inf -3840.8176467177473 
-3866.1884105873974 -inf -4022.5163501636985 -3858.874600773086 -3866.2526657023923 -inf -3894.293267719057 -inf -3951.1638183408204 -inf -3837.9866351491296 -inf -inf -3841.76852198503 
-3866.1884105873974 -inf -3888.6485808917405 -3858.874600773086 -3866.2526657023923 -inf -3869.2458191244787 -inf -3951.1638183408204 -inf -3837.9866351491296 -inf -inf -3841.76852198503 
-3866.19995799855 -inf -3888.6485808917405 -3848.2107019080427 -3866.2526657023923 -inf -3863.3861291802136 -inf -3951.1638183408204 -inf -3837.9866351491296 -inf -inf -3841.76852198503 
-3866.19995799855 -inf -3888.6485808917405 -3848.2107019080427 -3863.429487946863 -inf -3863.3861291802136 -inf -3951.1638183408204 -inf -3837.9866351491296 -inf -inf -3841.76852198503 
