-257.0990802151864 -264.54563368293384 -168.7341729798089 -218.01047876962912 -205.5407399708396 -264.245559679679 -210.58579850614478 -199.69990589000037 -237.6486358828313 -189.00482642592033 -264.79309545573415 -229.0532079914168 -264.78886395921654 -111.57619556462305 
-257.0990802151864 -264.54563368293384 -259.81291481684457 -238.19004904912435 -254.09613183922556 -262.64075058447935 -210.58579850614478 -199.69990589000037 -237.6486358828313 -189.00482642592033 -261.6602613111645 -228.7207704717852 -264.7931056474822 -240.658943940256 
-257.0990802151864 -264.54563368293384 -253.01270893061061 -238.2906285359582 -254.09613183922556 -262.64075058447935 -207.37796699364094 -211.4041885072511 -246.89911266450508 -189.00482642592033 -261.6602613111645 -219.85343429137728 -264.7931056474822 -240.69546053092427 
-257.0990802151864 -263.5425236720592 -250.04415838148643 -238.2906285359582 -254.09613183922556 -262.64075058447935 -186.57735000147682 -211.4041885072511 -235.0899181164558 -228.51321228416418 -254.25335170324726 -219.85343429137728 -264.7931056474822 -252.32060291063317 
-257.0990802151864 -264.79310564748204 -250.04415838148643 -238.2906285359582 -254.09613183922556 -258.6820238269258 -186.57735000147682 -200.69227423575208 -234.70867667173582 -228.51321228416418 -254.25335170324726 -216.2422582853607 -264.7931056474822 -251.93634290799895 
-257.0990802151864 -263.06614101791524 -245.47287471519627 -238.2906285359582 -236.53249246182534 -256.81334906979566 -209.59298828163446 -200.69227423575208 -234.6221875860881 -228.2153432601594 -245.75924139930623 -213.860349560441 -264.7931056474822 -250.54864090060929 
-257.0990802151864 -262.28115658657526 -245.47287471519627 -238.2906285359582 -235.84927996644328 -256.71125178353816 -134.48161591252986 -210.89320308538663 -234.6221875860881 -228.2153432601594 -240.6872019317674 -213.26965691662434 -264.7931055592514 -237.62292763195285 
-255.04422055192362 -262.28115658657526 -245.47287471519627 -238.2906285359582 -235.84927996644328 -253.1456761307454 -186.5773500014766 -210.89320308538663 -234.6221875860881 -228.2153432601594 -240.6872019317674 -212.44418704422165 -264.7931055592514 -239.14215964134706 
-247.81996612625758 -262.28115658657526 -245.47287471519627 -238.2906285359582 -235.59081265002948 -253.1456761307454 -188.2758417251316 -210.89320308538663 -213.22463193581416 -228.2153432601594 -240.6872019317674 -210.73174223453705 -264.7931055592514 -239.14215964134706 
-228.70556320674334 -244.37304879610735 -245.47287471519627 -238.2906285359582 -235.59081265002948 -253.90936664798966 -188.2758417251316 -209.11026681423962 -212.84958561212142 -221.53907348288544 -227.02653156704838 -210.73174223453705 -264.7931055592514 -239.14215964134706 
-228.70556320674334 -244.37304879610735 -242.5169597434548 -238.2906285359582 -235.59081265002948 -239.17578290809067 -188.2758417251316 -206.4687275636736 -212.84958561212142 -221.53907348288544 -227.02653156704838 -210.73174223453705 -264.79310497347956 -239.14215964134706 
-216.83907647656446 -244.37304879610735 -243.67119866495588 -238.2906285359582 -222.4792820356545 -239.17578290809067 -188.2758417251316 -206.4687275636736 -212.84958561212142 -220.99497747203324 -225.56642372717508 -210.73174223453705 -264.76472160812375 -233.6989109301403 
-216.83907647656446 -244.37304879610735 -243.8429482464841 -238.2906285359582 -192.5908027292238 -235.502244316941 -188.2758417251316 -206.4687275636736 -212.84958561212142 -219.9187941340947 -224.06220723536504 -210.73174223453705 -264.66784364976263 -233.6989109301403 
-216.83907647656446 -243.62577615362585 -242.38787400741708 -225.9912185537835 -189.83129093307045 -235.502244316941 -188.2758417251316 -205.58887469012853 -212.84958561212142 -219.9187941340947 -222.46829806701794 -210.73174223453705 -264.66784364976263 -233.6989109301403 
-215.60676128308694 -227.55335463184045 -242.38787400741708 -225.9912185537835 -189.83129093307045 -234.47013122223814 -188.2758417251316 -205.58887469012853 -212.84958561212142 -219.9187941340947 -223.18737437161235 -210.73174223453705 -254.55317258962572 -210.55466531109724 
-215.60676128308694 -212.56757619566915 -241.05021211994813 -221.907557777048 -189.83129093307045 -234.47013122223814 -185.14323845443664 -205.58887469012853 -212.84958561212142 -219.9187941340947 -221.63916624583365 -210.73174223453705 -250.41350514773134 -210.55466531109724 
-211.28930755840133 -212.56757619566915 -241.05021211994813 -211.93213455020242 -186.7043945794923 -231.92680729804928 -185.14323845443664 -200.2945236618752 -212.84958561212142 -205.01030344791553 -222.88337861942114 -210.73174223453705 -241.0166423647094 -210.55466531109724 
-209.81209164000015 -205.23501004918822 -241.05021211994813 -197.1375864996422 -167.31602049089335 -224.3570359064253 -185.14323845443664 -200.2945236618752 -212.84958561212142 -205.01030344791553 -225.54478058648752 -200.96906550342737 -226.4472854746151 -210.65634632950108 
